Type,QuestionText,CorrectAnswer,TextKeywords,Course add id from coures sheet,
T/F,User Persona concept in UX/UI design involves testing usability of interfaces.,FALSE,,15,547
T/F,White Space in UX/UI design is visual emptiness that improves readability and clarity.,TRUE,,15,548
T/F,Mobile-First Design focuses only on large screens.,FALSE,,15,549
T/F,PostgreSQL is a NoSQL database.,FALSE,,16,550
T/F,PostgreSQL supports ACID properties.,TRUE,,16,551
T/F,PostgreSQL uses the SQL language for querying and manipulation.,TRUE,,16,552
T/F,PostgreSQL supports JSON data type for storing JSON documents.,TRUE,,16,553
T/F,"In PostgreSQL, the SERIAL data type is used to generate unique identifiers automatically.",TRUE,,16,554
T/F,PostgreSQL allows the creation of stored procedures using PL/pgSQL.,TRUE,,16,555
T/F,Triggers in PostgreSQL are only activated by DELETE statements.,FALSE,,16,556
T/F,PostgreSQL supports full-text search capabilities.,TRUE,,16,557
T/F,The primary key constraint in PostgreSQL ensures that a column can have unique and non-null values.,TRUE,,16,558
T/F,PostgreSQL has built-in support for spatial data types and geometric functions.,TRUE,,16,559
T/F,PostgreSQL supports table partitioning to improve query performance.,TRUE,,16,560
T/F,Foreign key constraints in PostgreSQL ensure referential integrity between tables.,TRUE,,16,561
T/F,"PostgreSQL allows the creation of materialized views, which store the result of a query physically.",TRUE,,16,562
T/F,"In PostgreSQL, the VIEW is a physical table that stores data.",FALSE,,16,563
T/F,The COPY command in PostgreSQL is used for exporting data to a file.,TRUE,,16,564
T/F,"PostgreSQL supports multiple indexing methods, including B-tree, Hash, and GiST.",TRUE,,16,565
T/F,The EXPLAIN statement in PostgreSQL is used to execute SQL queries.,FALSE,,16,566
T/F,PostgreSQL provides the pg_dump utility for backing up databases.,TRUE,,16,567
T/F,PostgreSQL supports both synchronous and asynchronous replication.,TRUE,,16,568
T/F,"In PostgreSQL, the INTERVAL data type represents a specific point in time.",FALSE,,16,569
MCQ,Is PostgreSQL a NoSQL database?    a. True    b. False,b,,16,570
MCQ,Which of the following properties does PostgreSQL support?    a. ACID    b. CAP    c. BASE    d. Both a and c,a,,16,571
MCQ,What language is used for querying and manipulation in PostgreSQL?    a. Python    b. Java    c. SQL    d. C++,c,,16,572
MCQ,Which data type in PostgreSQL is used for storing JSON documents?    a. JSONB    b. JSONC    c. JSOND    d. JSONA,a,,16,573
MCQ,What is the purpose of the SERIAL data type in PostgreSQL?    a. Storing serialized data    b. Generating unique identifiers automatically    c. Representing serial numbers    d. Serializing JSON objects,b,,16,574
MCQ,"In PostgreSQL, which language is used for creating stored procedures?    a. SQL    b. Java    c. PL/pgSQL    d. Python",c,,16,575
MCQ,Triggers in PostgreSQL can only be activated by DELETE statements.    a. True    b. False,b,,16,576
MCQ,Does PostgreSQL support full-text search capabilities?    a. True    b. False,a,,16,577
MCQ,What does the primary key constraint in PostgreSQL ensure?    a. Unique and non-null values    b. Unique values only    c. Non-null values only    d. Primary sorting order,a,,16,578
MCQ,PostgreSQL has built-in support for which type of data?    a. Spatial data    b. Temporal data    c. Binary data    d. All of the above,d,,16,579
MCQ,What is the purpose of table partitioning in PostgreSQL?    a. Improving query performance    b. Sorting tables alphabetically    c. Creating duplicate tables    d. Enforcing constraints,a,,16,580
MCQ,What do foreign key constraints in PostgreSQL ensure?    a. Primary key values are unique    b. Referential integrity between tables    c. Non-null values    d. Foreign keys are unique,b,,16,581
MCQ,"PostgreSQL allows the creation of materialized views, which store the result of a query physically.    a. True    b. False",a,,16,582
MCQ,"In PostgreSQL, what is a VIEW?    a. Physical table    b. Virtual table    c. Stored procedure    d. Materialized view",b,,16,583
MCQ,What does the COPY command in PostgreSQL do?    a. Move files between directories    b. Copy database schema    c. Export data to a file    d. Duplicate tables,c,,16,584
MCQ,Which indexing methods are supported by PostgreSQL?    a. B-tree    b. Hash    c. GiST    d. All of the above,d,,16,585
MCQ,The EXPLAIN statement in PostgreSQL is used for executing SQL queries.    a. True    b. False,b,,16,586
MCQ,PostgreSQL provides the pg_dump utility for which purpose?    a. Loading data into databases    b. Backing up databases    c. Deleting databases    d. Optimizing databases,b,,16,587
MCQ,Does PostgreSQL support both synchronous and asynchronous replication?    a. True    b. False,a,,16,588
MCQ,What does the INTERVAL data type represent in PostgreSQL?    a. Decimal numbers    b. Date and time intervals    c. Strings    d. Boolean values,b,,16,589
Text,"What is PostgreSQL, and what type of database is it?",PostgreSQL is an open-source relational database management system (RDBMS) that follows the relational model.,"PostgreSQL, RDBMS",16,590
Text,Explain the ACID properties in the context of database transactions.,"ACID stands for Atomicity, Consistency, Isolation, and Durability. These properties ensure the reliability and consistency of database transactions.","ACID properties, database transactions",16,591
Text,"How does PostgreSQL use the SQL language, and what is its role in the database system?","PostgreSQL uses SQL (Structured Query Language) for querying, updating, and managing the database. SQL is the language that allows users to interact with the database.","SQL, database interaction",16,592
Text,Describe the JSON data type in PostgreSQL and its usage.,The JSON data type in PostgreSQL is used for storing JSON (JavaScript Object Notation) documents. It allows the storage and manipulation of semi-structured data.,"JSON data type, PostgreSQL, semi-structured data",16,593
Text,"What is the purpose of the SERIAL data type in PostgreSQL, and how is it used?",The SERIAL data type in PostgreSQL is used for generating unique identifiers automatically. It is often used for creating primary key columns in tables.,"SERIAL data type, unique identifiers, primary key",16,594
Text,Explain PL/pgSQL and its role in PostgreSQL.,PL/pgSQL is a procedural language for PostgreSQL that allows the creation of stored procedures and functions. It extends SQL with procedural features for more complex tasks.,"PL/pgSQL, procedural language, stored procedures",16,595
Text,"How do triggers work in PostgreSQL, and what events can activate them?",Triggers in PostgreSQL are special types of stored procedures that are automatically executed,"PostgreSQL, triggers, stored procedures",16,596
Text,"What role does full-text search play in PostgreSQL, and how is it implemented?",Full-text search in PostgreSQL allows users to search for documents that match specified keywords. It is implemented using the tsvector and tsquery data types.,"full-text search, PostgreSQL, tsvector, tsquery",16,597
Text,Explain the primary key constraint in PostgreSQL and its significance.,The primary key constraint in PostgreSQL ensures that a column can have unique and non-null values. It is used to identify each record in a table uniquely.,"primary key constraint, PostgreSQL, unique values",16,598
Text,"How does PostgreSQL support spatial data, and what types of spatial data are available?","PostgreSQL has built-in support for spatial data types such as POINT, LINESTRING, POLYGON, etc. These types allow the representation and manipulation of geometric data.","spatial data, PostgreSQL, geometric data types",16,599
Text,Describe the purpose of table partitioning in PostgreSQL and its advantages.,"Table partitioning in PostgreSQL involves dividing a large table into smaller, more manageable pieces. It improves query performance by allowing the system to scan only the relevant partitions.","table partitioning, PostgreSQL, query performance",16,600
Text,"What is the purpose of foreign key constraints in PostgreSQL, and how do they maintain referential integrity?",Foreign key constraints in PostgreSQL ensure referential integrity between tables by enforcing a relationship between the primary key in one table and the foreign key in another.,"foreign key constraints, PostgreSQL, referential integrity",16,601
Text,"How are materialized views used in PostgreSQL, and what distinguishes them from regular views?","Materialized views in PostgreSQL store the result of a query physically, allowing for faster retrieval of data. Unlike regular views, they contain precomputed data.","materialized views, PostgreSQL, precomputed data",16,602
Text,Explain the concept of a VIEW in PostgreSQL and its role in database design.,"In PostgreSQL, a VIEW is a virtual table that is based on the result of a SELECT query. It provides a way to present specific data without creating a physical table.","VIEW, PostgreSQL, virtual table",16,603
Text,"What is the purpose of the COPY command in PostgreSQL, and how is it used?",The COPY command in PostgreSQL is used to export data from a table to a file. It allows for efficient data transfer between the database and external files.,"COPY command, PostgreSQL, data export",16,604
Text,"Which indexing methods are supported by PostgreSQL, and how do they impact query performance?","PostgreSQL supports multiple indexing methods, including B-tree, Hash, GiST, and others. Indexing improves query performance by enabling faster data retrieval.","indexing methods, PostgreSQL, B-tree, Hash, GiST",16,605
Text,"How is the EXPLAIN statement used in PostgreSQL, and what information does it provide?",The EXPLAIN statement in PostgreSQL is used to analyze the execution plan of a query. It provides insights into how the database processes the query and helps optimize performance.,"EXPLAIN statement, PostgreSQL, execution plan",16,606
Text,"What is the purpose of the pg_dump utility in PostgreSQL, and how is it used for database backup?",The pg_dump utility in PostgreSQL is used for backing up databases. It creates a script that contains the SQL statements needed to recreate the database structure and data.,"pg_dump utility, PostgreSQL, database backup",16,607
Text,"How does PostgreSQL support replication, and what are the advantages of synchronous and asynchronous replication?","PostgreSQL supports both synchronous and asynchronous replication. Synchronous replication ensures data consistency across replicas in real-time, while asynchronous replication provides flexibility with potential data lag.","replication, PostgreSQL, synchronous replication, asynchronous replication",16,608
Text,"What is Node.js, and how does it differ from traditional server-side languages?","Node.js is a runtime environment that allows JavaScript to be executed on the server-side. It differs from traditional server-side languages by using an event-driven, non-blocking I/O model.","Node.js, server-side, event-driven, non-blocking I/O",17,609
Text,"How does Node.js handle asynchronous operations, and what is the role of the event loop?",Node.js uses callbacks and the event loop to handle asynchronous operations. The event loop manages the execution of tasks and ensures non-blocking behavior.,"Node.js, asynchronous operations, event loop, callbacks",17,610
Text,Explain the role of npm (Node Package Manager) in Node.js development.,"npm is a package manager for Node.js that simplifies the installation, sharing, and management of dependencies in a Node.js project. It allows developers to easily include third-party libraries and tools.","npm, Node.js, package manager, dependencies",17,611
Text,"What is Express.js, and how does it enhance web development with Node.js?","Express.js is a web application framework for Node.js that simplifies the creation of web applications and APIs. It provides features like routing, middleware support, and template engines.","Express.js, web application framework, Node.js, routing, middleware",17,612
Text,Describe the role of middleware in Express.js and provide an example use case.,"Middleware in Express.js functions as a bridge between the client and server. It can modify requests, responses, or execute additional logic. An example use case is authentication middleware.","middleware, Express.js, authentication, request, response",17,613
Text,How does Mongoose simplify interaction with MongoDB in Node.js applications?,Mongoose is an ODM (Object Data Modeling) library for MongoDB and Node.js. It provides a schema-based solution for modeling application data and simplifies interactions with MongoDB.,"Mongoose, MongoDB, ODM, schema, data modeling",17,614
Text,Explain the concept of RESTful APIs and how they are implemented in Node.js with Express.js.,"RESTful APIs follow principles like statelessness and CRUD operations. In Node.js with Express.js, routes and HTTP methods are used to create RESTful endpoints for data manipulation.","RESTful APIs, Node.js, Express.js, CRUD operations, routes",17,615
Text,"What is WebSocket, and how does it differ from traditional HTTP communication in Node.js?","WebSocket is a communication protocol that provides full-duplex communication channels over a single, long-lived connection. Unlike traditional HTTP, WebSocket enables real-time, bidirectional communication between the client and server.","WebSocket, Node.js, communication protocol, full-duplex, real-time",17,616
Text,"How can you handle file uploads in a Node.js application, and what middleware is commonly used for this purpose?","File uploads in Node.js can be handled using the multer middleware. It allows you to parse and handle multipart/form-data, making it suitable for processing file uploads.","file uploads, Node.js, multer middleware, multipart/form-data",17,617
Text,Explain the concept of JWT (JSON Web Token) authentication in Node.js applications.,"JWT authentication involves generating and validating tokens for user authentication. In Node.js, libraries like jsonwebtoken are commonly used to implement JWT authentication for securing routes.","JWT authentication, Node.js, JSON Web Token, user authentication",17,618
Text,"What is the purpose of session management in web applications, and how is it implemented in Node.js with Express.js?","Session management involves maintaining user state across multiple requests. In Node.js with Express.js, the express-session middleware is often used for implementing session-based authentication and storing session data.","session management, web applications, Node.js, Express.js, express-session",17,619
Text,"How does error handling work in Node.js applications, and what are common practices for handling errors?","Error handling in Node.js involves using try-catch blocks and handling asynchronous errors with callback functions. Additionally, middleware like express-error-handler can be used for centralized error handling in Express.js applications.","error handling, Node.js, try-catch, asynchronous errors, express-error-handler",17,620
Text,"Explain the role of Passport.js in Node.js applications, particularly in the context of authentication.","Passport.js is a middleware for authentication in Node.js applications. It provides a modular and flexible authentication system supporting various authentication strategies, such as OAuth and local authentication.","Passport.js, Node.js, authentication, middleware, authentication strategies",17,621
Text,Describe the concept of GraphQL and its advantages over traditional REST APIs in Node.js applications.,GraphQL is a query language for APIs that allows clients to request only the data they need. It provides a more efficient and flexible alternative to traditional REST APIs by reducing over-fetching and under-fetching of data.,"GraphQL, Node.js, query language, REST API, data fetching",17,622
Text,"What is the role of WebSockets in real-time applications, and how are they implemented in Node.js?","WebSockets enable real-time, bidirectional communication between clients and servers. In Node.js, libraries like socket.io are commonly used to implement WebSockets and facilitate real-time interactions in applications.","WebSockets, real-time applications, Node.js, socket.io",17,623
Text,How does connection pooling enhance database performance in Node.js applications?,"Connection pooling involves reusing existing database connections, reducing the overhead of opening and closing connections for each request. Libraries like pg-pool in Node.js help implement connection pooling for better database performance.","connection pooling, Node.js, database performance, pg-pool",17,624
Text,Explain the role of caching in Node.js applications and common strategies for implementing caching.,"Caching in Node.js involves storing frequently accessed data temporarily to reduce latency. Strategies like in-memory caching, Redis caching, and CDN caching can be used to implement caching in various scenarios.","caching, Node.js, in-memory caching, Redis caching, CDN caching",17,625
Text,"How can you implement testing in Node.js applications, and what testing frameworks are commonly used?","Testing in Node.js can be implemented using frameworks like Mocha, Jest, and Chai. These frameworks provide tools for writing and executing tests, including unit tests and integration tests.","testing, Node.js, testing frameworks, Mocha, Jest, Chai",17,626
Text,"Describe the purpose of ORM (Object-Relational Mapping) in Node.js, and provide an example of an ORM library.","ORM in Node.js simplifies database interactions by mapping database tables to JavaScript objects. An example of an ORM library is Sequelize, which supports multiple database dialects and provides an abstraction layer for database operations.","ORM, Node.js, Object-Relational Mapping, Sequelize",17,627
Text,"What is the role of the ""dotenv"" module in Node.js applications, and how is it used?","The ""dotenv"" module in Node.js allows the configuration of environment variables by loading them from a "".env"" file. It enhances security by keeping sensitive information like API keys and database credentials separate from the codebase.","dotenv module, Node.js, environment variables, security",17,628
MCQ,What is Node.js? A. A front-end framework B. A server-side runtime environment C. A database management system D. An operating system,B,,17,629
MCQ,How does Node.js handle asynchronous operations? A. Using synchronous callbacks B. Using multithreading C. Using the event loop D. Using blocking I/O,C,,17,630
MCQ,What is the role of npm in Node.js development? A. Networking Package Manager B. Node Project Manager C. Node Package Manager D. Network Protocol Module,C,,17,631
MCQ,What is Express.js? A. A JavaScript framework for animations B. A web application framework for Node.js C. A testing library for Node.js D. A package manager for Node.js,B,,17,632
MCQ,What does Mongoose provide in Node.js applications? A. A web server B. A template engine C. An Object Data Modeling (ODM) library for MongoDB D. A database management system,C,,17,633
MCQ,How is RESTful API implemented in Node.js with Express.js? A. Using GraphQL B. Using SOAP C. Using HTTP methods and routes D. Using binary protocols,C,,17,634
MCQ,"What is WebSocket in Node.js? A. A type of encryption algorithm B. A communication protocol for real-time, bidirectional communication C. A file handling library D. A web server framework",B,,17,635
MCQ,Which middleware is commonly used for handling file uploads in Node.js? A. multer B. body-parser C. express-session D. passport,A,,17,636
MCQ,What does JWT stand for in the context of Node.js authentication? A. JavaScript Web Token B. JSON Web Token C. Java Web Token D. JavaScript Web Transfer,B,,17,637
MCQ,"What is the purpose of the ""express-session"" middleware in Node.js with Express.js? A. Handling file uploads B. Implementing JWT authentication C. Managing session-based authentication D. Performing database queries",C,,17,638
MCQ,How does error handling work in Node.js applications? A. Using synchronous callbacks B. Using try-catch blocks C. Using multithreading D. Using express-error-handler middleware,B,,17,639
MCQ,What is the role of Passport.js in Node.js applications? A. A database ORM B. An authentication middleware C. A web server framework D. A testing library,B,,17,640
MCQ,What does GraphQL provide in Node.js applications? A. A template engine B. A web application framework C. A query language for APIs D. An Object-Relational Mapping (ORM) library,C,,17,641
MCQ,How are WebSockets implemented in Node.js applications? A. Using socket.io library B. Using express-session middleware C. Using multithreading D. Using JWT authentication,A,,17,642
MCQ,What does connection pooling enhance in Node.js applications? A. Web server performance B. Database performance C. File handling efficiency D. Asynchronous operations,B,,17,643
MCQ,What is the purpose of caching in Node.js applications? A. Improving security B. Reducing latency C. Handling file uploads D. Enhancing authentication,B,,17,644
MCQ,"Which testing frameworks are commonly used in Node.js applications? A. React and Angular B. Mocha, Jest, and Chai C. Express.js and Passport.js D. npm and yarn",B,,17,645
MCQ,What is the role of ORM in Node.js applications? A. Object-Relational Mapping B. Online Resource Management C. Object Response Middleware D. Object-Reliable Memory,A,,17,646
MCQ,"What does the ""dotenv"" module in Node.js handle? A. File uploads B. Environment variables C. Session management D. WebSockets",B,,17,647
MCQ,"How does Node.js support real-time, bidirectional communication? A. Using GraphQL B. Using RESTful APIs C. Using WebSockets D. Using JWT authentication",C,,17,648
T/F,Node.js is a front-end framework.,FALSE,,17,649
T/F,Node.js uses synchronous callbacks to handle asynchronous operations.,FALSE,,17,650
T/F,npm stands for Node Package Manager.,TRUE,,17,651
T/F,Express.js is a web application framework for Node.js.,TRUE,,17,652
T/F,Mongoose is a web server for Node.js.,FALSE,,17,653
T/F,RESTful API in Node.js is implemented using GraphQL.,FALSE,,17,654
T/F,"WebSocket is a communication protocol for real-time, bidirectional communication in Node.js.",TRUE,,17,655
T/F,multer is commonly used for handling file uploads in Node.js.,TRUE,,17,656
T/F,JWT stands for JavaScript Web Transfer in the context of Node.js authentication.,FALSE,,17,657
T/F,"The ""express-session"" middleware in Node.js is used for handling file uploads.",FALSE,,17,658
T/F,Error handling in Node.js applications is primarily done using multithreading.,FALSE,,17,659
T/F,Passport.js is a database ORM in Node.js applications.,FALSE,,17,660
T/F,GraphQL is a template engine in Node.js applications.,FALSE,,17,661
T/F,WebSockets in Node.js applications are commonly implemented using the express-session middleware.,FALSE,,17,662
T/F,Connection pooling in Node.js enhances file handling efficiency.,FALSE,,17,663
T/F,Caching in Node.js applications is primarily for improving security.,FALSE,,17,664
T/F,"Mocha, Jest, and Chai are testing frameworks commonly used in Node.js applications.",TRUE,,17,665
T/F,ORM stands for Online Resource Management in Node.js applications.,FALSE,,17,666
T/F,"The ""dotenv"" module in Node.js handles session management.",FALSE,,17,667
T/F,"Node.js supports real-time, bidirectional communication using GraphQL.",FALSE,,17,668
T/F,MongoDB is a relational database.,FALSE,,18,669
T/F,"In MongoDB, data is stored in tables.",FALSE,,18,670
T/F,MongoDB uses a schema-less data model.,TRUE,,18,671
T/F,BSON is the binary representation of JSON used in MongoDB.,TRUE,,18,672
T/F,Indexes in MongoDB improve query performance.,TRUE,,18,673
T/F,MongoDB supports ACID transactions.,TRUE,,18,674
T/F,"The primary key in MongoDB is called ""_id"".",TRUE,,18,675
T/F,MongoDB uses a query language called MongoDB Query Language (MQL).,FALSE,,18,676
T/F,Aggregation pipelines in MongoDB allow complex data transformations.,TRUE,,18,677
T/F,Sharding in MongoDB is a way to distribute data across multiple servers.,TRUE,,18,678
T/F,MongoDB Compass is a graphical user interface for MongoDB.,TRUE,,18,679
T/F,GridFS is used in MongoDB to store large files.,TRUE,,18,680
T/F,MongoDB provides built-in support for joins between collections.,FALSE,,18,681
T/F,MongoDB is written in C++ programming language.,TRUE,,18,682
T/F,"The ""find"" method in MongoDB is used to update documents.",FALSE,,18,683
T/F,The default port for MongoDB is 27018.,FALSE,,18,684
T/F,MongoDB supports multi-document transactions.,TRUE,,18,685
T/F,MongoDB Atlas is a cloud-based database service for MongoDB.,TRUE,,18,686
T/F,"In MongoDB, a replica set consists of multiple independent MongoDB servers.",TRUE,,18,687
T/F,MongoDB uses the WiredTiger storage engine by default.,TRUE,,18,688
MCQ,MongoDB is a relational database. A. True B. False,B,,18,689
MCQ,"In MongoDB, data is stored in tables. A. True B. False",B,,18,690
MCQ,MongoDB uses a schema-less data model. A. True B. False,A,,18,691
MCQ,BSON is the binary representation of JSON used in MongoDB. A. True B. False,A,,18,692
MCQ,Indexes in MongoDB improve query performance. A. True B. False,A,,18,693
MCQ,MongoDB supports ACID transactions. A. True B. False,A,,18,694
MCQ,"The primary key in MongoDB is called ""_id"". A. True B. False",A,,18,695
MCQ,MongoDB uses a query language called MongoDB Query Language (MQL). A. True B. False,B,,18,696
MCQ,Aggregation pipelines in MongoDB allow complex data transformations. A. True B. False,A,,18,697
MCQ,Sharding in MongoDB is a way to distribute data across multiple servers. A. True B. False,A,,18,698
MCQ,MongoDB Compass is a graphical user interface for MongoDB. A. True B. False,A,,18,699
MCQ,GridFS is used in MongoDB to store large files. A. True B. False,A,,18,700
MCQ,MongoDB provides built-in support for joins between collections. A. True B. False,B,,18,701
MCQ,MongoDB is written in C++ programming language. A. True B. False,A,,18,702
MCQ,"The ""find"" method in MongoDB is used to update documents. A. True B. False",B,,18,703
MCQ,The default port for MongoDB is 27018. A. True B. False,B,,18,704
MCQ,MongoDB supports multi-document transactions. A. True B. False,A,,18,705
MCQ,MongoDB Atlas is a cloud-based database service for MongoDB. A. True B. False,A,,18,706
MCQ,"In MongoDB, a replica set consists of multiple independent MongoDB servers. A. True B. False",A,,18,707
MCQ,MongoDB uses the WiredTiger storage engine by default. A. True B. False,A,,18,708
Text,What type of database is MongoDB?,MongoDB is a NoSQL database.,NoSQL,18,709
Text,Explain the data storage model used in MongoDB.,MongoDB uses a schema-less data model.,Schema-less,18,710
Text,What is BSON in the context of MongoDB?,BSON is the binary representation of JSON used in MongoDB.,"BSON, JSON",18,711
Text,How do indexes improve performance in MongoDB?,Indexes in MongoDB improve query performance by enabling faster data retrieval.,"Indexes, Performance",18,712
Text,Describe the purpose of sharding in MongoDB.,Sharding in MongoDB is used to distribute data across multiple servers for horizontal scaling.,"Sharding, Horizontal Scaling",18,713
Text,What is MongoDB Compass?,"MongoDB Compass is a graphical user interface for MongoDB, providing a visual way to interact with the database.","MongoDB Compass, GUI",18,714
Text,Explain the concept of GridFS in MongoDB.,"GridFS is used in MongoDB to store and retrieve large files, breaking them into smaller chunks.","GridFS, Large Files",18,715
Text,How does MongoDB handle transactions?,"MongoDB supports ACID transactions, ensuring the consistency and reliability of data operations.","Transactions, ACID",18,716
Text,What is the default port for MongoDB?,The default port for MongoDB is 27017.,"Port 27017, Default Port",18,717
Text,Describe MongoDB Atlas.,"MongoDB Atlas is a cloud-based database service for MongoDB, providing a scalable and managed database solution.","MongoDB Atlas, Cloud-based",18,718
Text,"What is the primary key in MongoDB, and why is it important?","The primary key in MongoDB is ""_id,"" and it is crucial for uniquely identifying documents within a collection.","Primary Key, ""_id""",18,719
Text,How does MongoDB handle joins between collections?,"MongoDB does not provide built-in support for joins between collections; instead, it uses embedded documents and references.","Joins, Embedded Documents",18,720
Text,What role does the WiredTiger storage engine play in MongoDB?,"MongoDB uses the WiredTiger storage engine by default, providing features like compression and support for ACID transactions.","WiredTiger, Storage Engine",18,721
Text,Explain the significance of aggregation pipelines in MongoDB.,Aggregation pipelines in MongoDB allow for complex data transformations and processing during queries.,"Aggregation Pipelines, Data Transformation",18,722
Text,How can you secure a MongoDB database?,"MongoDB can be secured by implementing authentication, authorization, and encryption for data protection.","Security, Authentication, Authorization",18,723
Text,"What is the purpose of the ""find"" method in MongoDB?","The ""find"" method in MongoDB is used to query and retrieve documents from a collection based on specified criteria.","find method, Query",18,724
Text,How does MongoDB handle backups?,"MongoDB provides various backup methods, including using tools like mongodump or implementing a cloud-based backup solution.","Backups, mongodump",18,725
Text,Describe the role of MongoDB in a MEAN stack.,"MongoDB is the 'M' in the MEAN stack, serving as the NoSQL database component alongside Express.js, Angular, and Node.js.","MEAN stack, NoSQL",18,726
Text,"What is the purpose of the ""_id"" field in MongoDB?","The ""_id"" field in MongoDB serves as the primary key, ensuring unique identification of each document within a collection.","_id field, Primary Key",18,727
Text,"Explain the term ""Document"" in MongoDB.","In MongoDB, a document is a JSON-like data structure that stores key-value pairs and serves as a basic unit of data.","Document, JSON-like",18,728
MCQ,"What does PHP stand for?
a. Personal Home Page
b. Preprocessed Hypertext Processor
c. Hypertext Markup Language
d. PHP: Hypertext Preprocessor",d,,21,729
MCQ,"In PHP, which function is used to print text to the output screen?
a. echo
b. print
c. printf
d. write",a,,21,730
MCQ,"What symbol is used to comment a single line in PHP?
a. //
b. #
c. /*
d. --",a,,21,731
MCQ,"What is the correct way to start a PHP block of code?
a. <?php
b. <?
c. <?
d. <?php-block",a,,21,732
MCQ,"Which of the following is not a valid variable name in PHP?
a. $my_variable
b. $_variable
c. $1_variable
d. $variable_1",C,,21,733
MCQ,"How do you concatenate two strings in PHP?
a. string_concat()
b. concat()
c. .
d. +",c,,21,734
MCQ,"Which PHP function is used to check the length of a string?
a. strlen()
b. length()
c. strlength()
d. string_length()",a,,21,735
MCQ,"What is the default method for passing data through the URL in PHP?
a. POST
b. GET
c. REQUEST
d. DATA
",b,,21,736
MCQ,"Which of the following is used to declare a constant in PHP?
a. define()
b. const()
c. constant()
d. var()",a,,21,737
MCQ,"What is the purpose of the PHP function include()?
a. To include an external file
b. To create a new variable
c. To define a constant
d. To check if a file exists",a,,21,738
MCQ,"Which of the following is used to execute a statement repeatedly as long as a condition is true?
a. for loop
b. do-while loop
c. while loop
d. foreach loop",c,,21,739
MCQ,"What is the purpose of the $_SESSION superglobal in PHP?
a. To store variables that can be accessed across multiple pages
b. To store global constants
c. To store session cookies
d. To store database connection details",a,,21,740
MCQ,"How do you handle errors in PHP?
a. Using the error_reporting() function
b. Using the try, catch, and throw statements
c. Using the handle_errors() function
d. PHP does not support error handling",b,,21,741
MCQ,"What is the purpose of the $_POST superglobal in PHP?
a. To store session variables
b. To retrieve data sent from a form using the POST method
c. To store cookies
d. To access server information",b,,21,742
MCQ,"How can you prevent SQL injection in PHP?
a. Use prepared statements
b. Validate user inputs
c. Use the mysql_escape_string() function
d. Avoid using SQL queries",a,,21,743
MCQ,"What is the purpose of the header() function in PHP?
a. To create headers in HTML documents
b. To send raw HTTP headers
c. To include external files
d. To define global constants",b,,21,744
MCQ,"What does the implode() function do in PHP?
a. Splits a string into an array
b. Joins array elements into a string
c. Counts the number of characters in a string
d. Reverses a string",b,,21,745
MCQ,"Which of the following is a correct way to redirect a user to another page in PHP?
a. redirect(""newpage.php"");
b. header(""Location: newpage.php"");
c. navigate(""newpage.php"");
d. move_to(""newpage.php"");",b,,21,746
MCQ,"How can you get the length of an array in PHP?
a. array_size()
b. sizeof()
c. count()
d. length()",c,,21,747
MCQ,"What is the purpose of the json_encode() function in PHP?
a. To encode JSON data into a PHP array
b. To decode JSON data into a PHP object
c. To encode a PHP array into JSON format
d. To decode a PHP object into JSON format",c,,21,748
T/F,"True or False: PHP stands for ""Personal Home Page."" ",F,,21,749
T/F,"True or False: PHP code is executed on the server side, not the client side.",T,,21,750
T/F,True or False: The === operator in PHP checks both value and type equality.,T,,21,751
T/F,True or False: The header() function in PHP is used to send raw HTTP headers.,T,,21,752
T/F,"True or False: PHP has built-in support for handling exceptions using try, catch, and throw.",T,,21,753
T/F,True or False: The $_GET superglobal in PHP is used to collect form data submitted with the POST method.,F,,21,754
T/F,True or False: The file_exists() function in PHP checks whether a file or directory exists.,T,,21,755
T/F,True or False: PHP supports both single-line and multi-line comments using // and / / respectively.,T,,21,756
T/F,True or False: The session_start() function is used to start a new session in PHP.,T,,21,757
T/F,True or False: The json_decode() function in PHP is used to encode a PHP array into JSON format.,F,,21,758
MCQ,"What does SQL stand for in the context of databases?
a. Structured Query Language
b. System Query Language
c. Sequential Query Language
d. Structured Question Language",a,,22,759
MCQ,"Which command is used to create a new database in MySQL?
a. CREATE DATABASE
b. NEW DATABASE
c. ADD DATABASE
d. MAKE DATABASE",a,,22,760
MCQ,"In SQL, which keyword is used to retrieve unique values from a table?
a. DISTINCT
b. UNIQUE
c. DISTINCTIVE
d. UNIQ",a,,22,761
MCQ,"What does the acronym CRUD stand for in the context of databases?
a. Create, Read, Update, Delete
b. Copy, Retrieve, Update, Drop
c. Command, Retrieve, Update, Delete
d. Create, Reset, Update, Delete",a,,22,762
MCQ,"Which SQL clause is used to filter the results of a SELECT query based on a specified condition?
a. WHERE
b. FILTER
c. LIMIT
d. HAVING",a,,22,763
MCQ,"What is the purpose of the SQL JOIN operation?
a. To insert data into a table
b. To update records in a table
c. To combine rows from two or more tables based on a related column
d. To delete records from a table",c,,22,764
MCQ,"Which SQL statement is used to update data in a table?
a. UPDATE
b. MODIFY
c. CHANGE
d. ALTER",a,,22,765
MCQ," What is the role of the PRIMARY KEY constraint in a database table?
a. Ensures all values in a column are unique
b. Limits the number of records in a table
c. Defines a default value for a column
d. Specifies a foreign key relationship",a,,22,766
